<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
XAUUSD,20250820,1500,3346.72,3346.78,3338.70,3340.55,1903970
XAUUSD,20250820,1600,3340.55,3345.89,3340.55,3345.03,1104500
XAUUSD,20250820,1700,3344.95,3348.00,3343.95,3346.49,1135550
XAUUSD,20250820,1800,3346.58,3346.85,3343.83,3345.60,1803980
XAUUSD,20250820,1900,3345.60,3349.07,3344.89,3348.65,1049000
XAUUSD,20250820,2000,3348.55,3349.13,3347.34,3347.34,442090
XAUUSD,20250820,2200,3349.10,3351.93,3348.41,3349.35,435870
XAUUSD,20250820,2300,3349.32,3349.32,3346.18,3346.76,362120
XAUUSD,20250821,0000,3346.74,3346.74,3341.25,3342.07,987940
XAUUSD,20250821,0100,3342.09,3346.24,3340.55,3342.59,1129430
XAUUSD,20250821,0200,3342.57,3344.88,3340.20,3344.43,663590
XAUUSD,20250821,0300,3344.51,3344.64,3339.45,3339.70,694730
XAUUSD,20250821,0400,3339.51,3340.95,3337.76,3338.11,516140
XAUUSD,20250821,0500,3338.14,3340.53,3336.88,3338.55,548460
XAUUSD,20250821,0600,3338.57,3339.78,3334.01,3336.47,946100
XAUUSD,20250821,0700,3336.45,3341.34,3335.26,3339.49,1045950
XAUUSD,20250821,0800,3339.47,3341.20,3337.65,3339.35,638910
XAUUSD,20250821,0900,3339.35,3342.03,3337.76,3340.49,812260
XAUUSD,20250821,1000,3340.55,3341.41,3327.26,3328.25,1067350
XAUUSD,20250821,1100,3328.43,3334.22,3324.95,3333.45,1238230
XAUUSD,20250821,1200,3333.53,3344.85,3333.53,3341.72,1740870
XAUUSD,20250821,1300,3341.70,3347.38,3335.80,3338.93,2697090
XAUUSD,20250821,1400,3338.89,3347.93,3337.61,3344.05,2173400
XAUUSD,20250821,1500,3344.09,3346.05,3337.36,3343.47,1929790
XAUUSD,20250821,1600,3343.45,3343.76,3338.08,3339.55,1260940
XAUUSD,20250821,1700,3339.55,3341.95,3336.80,3336.89,1029400
XAUUSD,20250821,1800,3336.93,3339.41,3336.43,3339.16,626040
XAUUSD,20250821,1900,3339.16,3341.80,3337.75,3338.61,973100
XAUUSD,20250821,2000,3338.59,3339.11,3337.72,3338.93,316920
XAUUSD,20250821,2200,3338.41,3340.43,3337.80,3338.66,231010
XAUUSD,20250821,2300,3338.72,3339.36,3337.22,3338.18,185280
XAUUSD,20250822,0000,3338.14,3339.64,3334.88,3339.41,506730
XAUUSD,20250822,0100,3339.43,3340.07,3333.40,3333.82,1328400
XAUUSD,20250822,0200,3333.85,3336.03,3332.61,3333.91,1064950
XAUUSD,20250822,0300,3333.93,3335.20,3331.57,3331.76,737570
XAUUSD,20250822,0400,3331.86,3332.57,3327.78,3328.26,1016710
XAUUSD,20250822,0500,3328.16,3331.44,3327.01,3329.90,874930
XAUUSD,20250822,0600,3329.80,3330.22,3325.60,3329.36,947440
XAUUSD,20250822,0700,3329.39,3334.93,3325.53,3327.30,1600910
XAUUSD,20250822,0800,3327.28,3330.49,3325.16,3328.59,1517320
XAUUSD,20250822,0900,3328.61,3331.47,3328.01,3329.99,853470
XAUUSD,20250822,1000,3329.99,3331.59,3328.82,3330.78,595780
XAUUSD,20250822,1100,3330.78,3330.91,3327.49,3329.22,1640910
XAUUSD,20250822,1200,3329.22,3329.85,3321.05,3323.32,1532860
XAUUSD,20250822,1300,3323.28,3335.95,3323.07,3333.61,2388460
XAUUSD,20250822,1400,3334.83,3376.45,3334.72,3373.68,6732030
XAUUSD,20250822,1500,3373.66,3378.59,3367.06,3367.65,2746900
XAUUSD,20250822,1600,3367.65,3374.05,3367.65,3370.38,1727170
XAUUSD,20250822,1700,3370.39,3375.36,3370.26,3374.05,1865420
XAUUSD,20250822,1800,3374.05,3374.88,3370.82,3372.53,1297700
XAUUSD,20250822,1900,3372.57,3373.50,3368.65,3373.10,1061860
XAUUSD,20250822,2000,3373.00,3373.40,3369.93,3371.24,487530
XAUUSD,20250824,2200,3370.84,3371.70,3365.68,3367.05,432770
XAUUSD,20250824,2300,3366.89,3370.86,3365.94,3368.86,319640
XAUUSD,20250825,0000,3368.84,3369.41,3363.11,3364.65,662830
XAUUSD,20250825,0100,3364.66,3367.70,3360.45,3362.66,819710
XAUUSD,20250825,0200,3362.65,3364.97,3359.49,3364.32,763170
XAUUSD,20250825,0300,3364.28,3367.91,3364.05,3367.14,401960
XAUUSD,20250825,0400,3367.14,3367.45,3363.66,3365.91,562100
XAUUSD,20250825,0500,3365.86,3365.89,3362.91,3364.45,565210
XAUUSD,20250825,0600,3364.47,3369.41,3364.34,3368.80,814040
XAUUSD,20250825,0700,3368.78,3369.70,3365.80,3366.00,348900
XAUUSD,20250825,0800,3366.00,3366.46,3363.18,3363.78,437680
XAUUSD,20250825,0900,3363.74,3367.86,3361.82,3367.24,617160
XAUUSD,20250825,1000,3367.26,3368.34,3364.84,3365.84,742450
XAUUSD,20250825,1100,3365.84,3371.38,3365.45,3370.34,692400
XAUUSD,20250825,1200,3370.39,3371.05,3363.99,3364.28,881360
XAUUSD,20250825,1300,3364.32,3371.13,3361.91,3370.51,1892420
XAUUSD,20250825,1400,3370.43,3375.26,3369.07,3374.20,2019600
XAUUSD,20250825,1500,3374.20,3376.14,3371.74,3373.86,1602690
XAUUSD,20250825,1600,3373.86,3374.20,3371.49,3373.68,465270
XAUUSD,20250825,1700,3373.72,3374.68,3370.67,3370.86,690880
XAUUSD,20250825,1800,3370.95,3373.07,3369.70,3370.39,585820
XAUUSD,20250825,1900,3370.41,3370.74,3365.01,3365.22,1409790
XAUUSD,20250825,2000,3365.22,3366.16,3364.10,3365.61,539300
XAUUSD,20250825,2200,3365.14,3367.01,3363.49,3363.96,251800
XAUUSD,20250825,2300,3363.97,3363.97,3351.43,3354.65,1140800
XAUUSD,20250826,0000,3354.72,3386.43,3351.18,3383.09,3799830
XAUUSD,20250826,0100,3383.04,3384.49,3371.26,3376.64,2462990
XAUUSD,20250826,0200,3376.61,3378.89,3372.57,3375.20,1545080
XAUUSD,20250826,0300,3375.06,3375.24,3369.55,3372.06,1652480
XAUUSD,20250826,0400,3372.01,3378.84,3371.97,3377.20,761180
XAUUSD,20250826,0500,3377.24,3378.86,3372.32,3376.39,1751190
XAUUSD,20250826,0600,3376.41,3377.57,3372.30,3376.11,721910
XAUUSD,20250826,0700,3376.14,3378.95,3366.99,3376.64,1635220
XAUUSD,20250826,0800,3376.66,3379.72,3375.43,3376.51,1019600
XAUUSD,20250826,0900,3376.49,3378.39,3369.20,3371.74,1754990
XAUUSD,20250826,1000,3371.78,3375.01,3367.05,3371.84,954570
XAUUSD,20250826,1100,3371.89,3380.24,3370.55,3377.38,1417230
XAUUSD,20250826,1200,3377.41,3379.59,3370.75,3371.61,1176380
XAUUSD,20250826,1300,3371.65,3377.93,3370.34,3375.45,2990530
XAUUSD,20250826,1400,3375.34,3379.45,3370.11,3379.18,2247970
XAUUSD,20250826,1500,3379.22,3389.18,3378.45,3386.35,1553240
XAUUSD,20250826,1600,3386.35,3387.53,3382.15,3382.80,1077560
XAUUSD,20250826,1700,3382.75,3385.75,3381.28,3381.46,872970
XAUUSD,20250826,1800,3381.46,3385.45,3380.11,3385.37,917520
XAUUSD,20250826,1900,3385.45,3390.68,3384.78,3389.55,1516320
XAUUSD,20250826,2000,3389.55,3393.49,3388.99,3393.47,395080
XAUUSD,20250826,2200,3392.65,3394.20,3388.57,3390.59,413510
XAUUSD,20250826,2300,3390.67,3392.68,3389.78,3390.65,332180
XAUUSD,20250827,0000,3390.57,3393.30,3388.75,3389.35,1011120
XAUUSD,20250827,0100,3389.35,3389.78,3383.14,3386.09,2086980
XAUUSD,20250827,0200,3386.03,3386.82,3381.91,3383.95,1410420
XAUUSD,20250827,0300,3383.97,3384.36,3380.30,3380.49,1835220
XAUUSD,20250827,0400,3380.53,3381.03,3373.70,3374.74,2435770
XAUUSD,20250827,0500,3374.78,3378.72,3373.86,3377.05,1450820
XAUUSD,20250827,0600,3377.07,3381.80,3376.16,3377.34,771000
XAUUSD,20250827,0700,3377.30,3381.45,3373.66,3381.36,874260
XAUUSD,20250827,0800,3381.34,3384.86,3380.82,3384.41,888360
XAUUSD,20250827,0900,3384.34,3385.32,3377.34,3377.89,861480
XAUUSD,20250827,1000,3377.93,3378.99,3374.59,3375.38,2377450
XAUUSD,20250827,1100,3375.41,3377.99,3373.72,3376.63,1037850
XAUUSD,20250827,1200,3376.59,3382.74,3374.09,3381.03,1001550
XAUUSD,20250827,1300,3381.05,3384.66,3375.34,3377.75,1935940
XAUUSD,20250827,1400,3377.75,3386.76,3375.99,3386.30,1594090
XAUUSD,20250827,1500,3386.34,3390.16,3384.95,3387.80,1079990
XAUUSD,20250827,1600,3387.80,3398.57,3387.32,3395.22,1745570
XAUUSD,20250827,1700,3395.20,3397.32,3394.59,3394.97,1282440
XAUUSD,20250827,1800,3394.95,3396.07,3392.07,3394.35,1171750
XAUUSD,20250827,1900,3394.35,3396.18,3393.43,3395.95,1325160
XAUUSD,20250827,2000,3396.07,3397.99,3393.99,3396.49,663230
XAUUSD,20250827,2200,3397.84,3398.78,3394.32,3395.41,392720
XAUUSD,20250827,2300,3395.39,3399.18,3394.86,3395.47,435760
XAUUSD,20250828,0000,3395.49,3397.88,3391.01,3391.74,1078360
XAUUSD,20250828,0100,3391.70,3392.64,3385.24,3385.74,3283050
XAUUSD,20250828,0200,3385.74,3391.20,3384.45,3391.18,1654220
XAUUSD,20250828,0300,3391.16,3392.28,3388.70,3389.99,741830
XAUUSD,20250828,0400,3389.95,3392.05,3388.59,3390.11,357000
XAUUSD,20250828,0500,3390.09,3390.70,3387.41,3388.99,1182090
XAUUSD,20250828,0600,3388.99,3395.53,3388.64,3395.26,1131840
XAUUSD,20250828,0700,3395.28,3397.55,3393.53,3395.66,984430
XAUUSD,20250828,0800,3395.51,3400.86,3393.72,3400.55,941660
XAUUSD,20250828,0900,3400.55,3401.41,3398.28,3399.05,1362950
XAUUSD,20250828,1000,3399.03,3399.09,3393.55,3396.89,4025100
XAUUSD,20250828,1100,3396.85,3407.49,3396.05,3403.89,1809320
XAUUSD,20250828,1200,3403.89,3408.51,3396.60,3396.91,1844990
XAUUSD,20250828,1300,3396.91,3410.15,3393.84,3406.98,2543260
XAUUSD,20250828,1400,3406.98,3413.34,3405.99,3411.91,1895630
XAUUSD,20250828,1500,3411.91,3413.07,3403.95,3410.80,1671410
XAUUSD,20250828,1600,3410.80,3417.63,3409.76,3415.36,1567480
XAUUSD,20250828,1700,3415.33,3418.63,3414.43,3417.78,1457600
XAUUSD,20250828,1800,3417.78,3420.14,3417.05,3419.86,1799510
XAUUSD,20250828,1900,3419.82,3423.07,3417.49,3421.93,3309010
XAUUSD,20250828,2000,3421.93,3422.31,3415.59,3415.80,1203830
XAUUSD,20250828,2200,3416.97,3417.45,3414.71,3416.55,948250
XAUUSD,20250828,2300,3416.45,3416.47,3414.51,3414.51,285370
XAUUSD,20250829,0000,3414.51,3417.64,3412.74,3413.24,1277870
XAUUSD,20250829,0100,3413.24,3413.34,3407.70,3409.70,3710620
XAUUSD,20250829,0200,3409.70,3413.78,3409.59,3411.11,2489300
XAUUSD,20250829,0300,3411.14,3413.45,3409.74,3410.68,1645470
XAUUSD,20250829,0400,3410.66,3411.18,3407.20,3408.70,2626360
XAUUSD,20250829,0500,3408.68,3410.63,3406.80,3410.20,1478690
XAUUSD,20250829,0600,3410.22,3412.45,3407.70,3410.03,834510
XAUUSD,20250829,0700,3409.99,3412.51,3406.22,3412.05,1192280
XAUUSD,20250829,0800,3412.07,3414.64,3409.41,3410.20,1461730
XAUUSD,20250829,0900,3410.20,3410.86,3406.57,3407.26,1418350
XAUUSD,20250829,1000,3407.28,3408.68,3404.59,3405.43,982300
XAUUSD,20250829,1100,3405.43,3411.16,3404.18,3410.61,860690
XAUUSD,20250829,1200,3410.61,3416.72,3406.53,3416.34,2089190
XAUUSD,20250829,1300,3416.36,3428.93,3413.41,3428.43,3019590
XAUUSD,20250829,1400,3428.43,3440.93,3428.43,3440.76,4866200
XAUUSD,20250829,1500,3440.72,3447.43,3438.76,3445.24,3557860
XAUUSD,20250829,1600,3445.24,3449.26,3442.05,3449.01,1734750
XAUUSD,20250829,1700,3448.97,3450.10,3440.56,3443.70,2080260
XAUUSD,20250829,1800,3443.70,3445.60,3440.91,3442.66,2084000
XAUUSD,20250829,1900,3442.66,3453.57,3441.25,3452.50,3784130
XAUUSD,20250829,2000,3452.50,3452.51,3444.84,3446.80,1366010
XAUUSD,20250831,2200,3445.65,3452.26,3441.82,3449.75,697900
XAUUSD,20250831,2300,3449.75,3450.55,3444.24,3447.68,799470
XAUUSD,20250901,0000,3447.68,3447.68,3442.40,3443.78,1496240
XAUUSD,20250901,0100,3443.82,3458.93,3436.55,3456.86,3434280
XAUUSD,20250901,0200,3456.97,3484.34,3454.70,3483.18,7681350
XAUUSD,20250901,0300,3483.22,3485.80,3469.18,3474.36,3456930
XAUUSD,20250901,0400,3474.41,3479.01,3472.05,3475.00,1398180
XAUUSD,20250901,0500,3475.00,3482.49,3474.12,3476.64,1981390
XAUUSD,20250901,0600,3476.53,3489.59,3476.51,3478.89,2235090
XAUUSD,20250901,0700,3478.90,3480.63,3467.30,3477.68,2939850
XAUUSD,20250901,0800,3477.70,3479.66,3474.30,3476.74,965910
XAUUSD,20250901,0900,3476.72,3476.78,3467.09,3469.26,1329050
XAUUSD,20250901,1000,3469.30,3473.72,3465.91,3470.38,1942010
XAUUSD,20250901,1100,3470.38,3473.32,3467.36,3469.89,1300830
XAUUSD,20250901,1200,3469.88,3471.47,3466.99,3469.32,1307980
XAUUSD,20250901,1300,3469.32,3478.95,3468.76,3475.14,1357430
XAUUSD,20250901,1400,3475.11,3481.16,3473.39,3475.47,1335720
XAUUSD,20250901,1500,3475.34,3478.91,3473.25,3473.91,749800
XAUUSD,20250901,1600,3473.91,3477.59,3472.14,3477.18,432230
XAUUSD,20250901,1700,3477.16,3478.78,3476.01,3477.76,564980
XAUUSD,20250901,1800,3477.74,3477.82,3475.99,3476.22,408490
XAUUSD,20250901,2200,3476.51,3479.16,3474.16,3474.67,813100
XAUUSD,20250901,2300,3474.69,3481.00,3473.88,3478.97,847630
XAUUSD,20250902,0000,3478.91,3484.80,3477.84,3478.91,2044630
XAUUSD,20250902,0100,3478.84,3508.23,3476.63,3497.20,3813530
XAUUSD,20250902,0200,3497.26,3500.53,3490.93,3496.09,3164260
XAUUSD,20250902,0300,3495.72,3495.88,3489.66,3494.88,2639820
XAUUSD,20250902,0400,3494.84,3498.11,3493.03,3496.47,1160910
XAUUSD,20250902,0500,3496.51,3497.64,3491.55,3492.74,1602070
XAUUSD,20250902,0600,3492.74,3495.59,3483.03,3485.43,5428240
XAUUSD,20250902,0700,3485.40,3488.09,3471.91,3476.61,3762270
XAUUSD,20250902,0800,3476.61,3481.18,3469.80,3477.51,2100740
XAUUSD,20250902,0900,3477.51,3480.16,3475.72,3476.45,1439830
XAUUSD,20250902,1000,3476.43,3485.57,3475.53,3485.51,1287450
XAUUSD,20250902,1100,3485.51,3489.84,3478.16,3489.59,1635070
XAUUSD,20250902,1200,3489.57,3493.99,3474.14,3481.73,3983360
XAUUSD,20250902,1300,3481.76,3493.32,3477.97,3487.83,5286990
XAUUSD,20250902,1400,3487.83,3513.61,3485.55,3510.80,5823870
XAUUSD,20250902,1500,3510.82,3520.22,3509.16,3520.22,3879320
XAUUSD,20250902,1600,3520.20,3528.57,3517.84,3527.45,2940850
XAUUSD,20250902,1700,3527.49,3529.93,3521.74,3528.94,1861800
XAUUSD,20250902,1800,3528.94,3531.95,3524.97,3528.19,3083820
XAUUSD,20250902,1900,3528.19,3539.85,3528.01,3536.70,4831880
XAUUSD,20250902,2000,3536.70,3537.55,3532.41,3532.41,989670
XAUUSD,20250902,2200,3532.70,3534.76,3528.48,3528.75,948290
XAUUSD,20250902,2300,3528.75,3532.91,3525.85,3529.70,1081910
XAUUSD,20250903,0000,3529.70,3546.40,3527.75,3535.88,3067000
XAUUSD,20250903,0100,3535.78,3541.50,3531.55,3538.64,2973400
XAUUSD,20250903,0200,3538.59,3545.72,3530.78,3531.39,2643050
XAUUSD,20250903,0300,3531.34,3533.26,3529.18,3530.64,1924860
XAUUSD,20250903,0400,3530.66,3538.07,3530.45,3536.68,1281700
XAUUSD,20250903,0500,3536.68,3537.80,3526.51,3529.72,1912750
XAUUSD,20250903,0600,3529.74,3537.32,3529.68,3535.14,2654330
XAUUSD,20250903,0700,3535.11,3536.72,3529.01,3533.72,2119590
XAUUSD,20250903,0800,3533.68,3541.19,3533.59,3539.88,1368290
XAUUSD,20250903,0900,3539.89,3541.78,3533.64,3534.07,1717720
XAUUSD,20250903,1000,3534.07,3541.47,3532.07,3539.89,1622440
XAUUSD,20250903,1100,3539.91,3549.39,3539.74,3547.43,1835920
XAUUSD,20250903,1200,3547.41,3551.34,3541.11,3550.38,2009380
XAUUSD,20250903,1300,3550.41,3561.10,3548.95,3553.01,4504840
XAUUSD,20250903,1400,3553.01,3565.34,3551.26,3558.30,3870600
XAUUSD,20250903,1500,3558.22,3567.18,3557.25,3563.74,2251930
XAUUSD,20250903,1600,3563.70,3572.38,3561.99,3572.22,2414550
XAUUSD,20250903,1700,3572.24,3575.75,3569.85,3574.26,1575120
XAUUSD,20250903,1800,3574.39,3578.18,3564.98,3570.11,1990510
XAUUSD,20250903,1900,3570.11,3571.43,3561.03,3563.41,3195710
XAUUSD,20250903,2000,3563.41,3565.95,3558.47,3558.47,934800
XAUUSD,20250903,2200,3560.45,3564.00,3558.82,3561.35,2519680
XAUUSD,20250903,2300,3561.23,3561.43,3554.20,3560.18,1934690
XAUUSD,20250904,0000,3560.22,3562.40,3551.55,3561.30,1813310
XAUUSD,20250904,0100,3561.38,3563.15,3543.10,3545.92,2757870
XAUUSD,20250904,0200,3545.92,3550.36,3525.99,3530.45,3340330
XAUUSD,20250904,0300,3530.20,3531.28,3510.43,3528.86,3014320
XAUUSD,20250904,0400,3528.84,3534.14,3528.64,3532.89,991500
XAUUSD,20250904,0500,3532.91,3533.91,3525.18,3526.95,1923172
XAUUSD,20250904,0600,3526.97,3541.47,3524.14,3535.84,1609170
XAUUSD,20250904,0700,3535.97,3541.07,3532.51,3540.91,1099840
XAUUSD,20250904,0800,3540.86,3545.41,3537.14,3541.11,1240130
XAUUSD,20250904,0900,3541.13,3544.80,3536.59,3538.55,1069710
XAUUSD,20250904,1000,3538.57,3546.82,3538.20,3540.72,1357670
XAUUSD,20250904,1100,3540.68,3549.66,3536.20,3545.38,1333190
XAUUSD,20250904,1200,3545.20,3551.65,3540.97,3548.13,2259800
XAUUSD,20250904,1300,3548.11,3558.47,3539.59,3546.08,4315680
XAUUSD,20250904,1400,3545.86,3546.11,3534.55,3545.68,4728980
XAUUSD,20250904,1500,3545.86,3553.15,3542.18,3552.70,2004670
XAUUSD,20250904,1600,3552.70,3555.86,3549.05,3552.36,1491000
XAUUSD,20250904,1700,3552.36,3555.28,3542.36,3542.72,974580
XAUUSD,20250904,1800,3542.74,3548.11,3542.57,3546.16,794900
XAUUSD,20250904,1900,3546.14,3550.88,3545.45,3549.51,1479890
XAUUSD,20250904,2000,3549.55,3550.25,3544.09,3544.64,625360
XAUUSD,20250904,2200,3545.93,3546.30,3539.72,3540.72,679530
XAUUSD,20250904,2300,3540.45,3554.20,3540.39,3552.41,935890
XAUUSD,20250905,0000,3552.39,3556.36,3548.80,3551.99,1580960
XAUUSD,20250905,0100,3551.95,3556.30,3549.51,3552.13,1977020
XAUUSD,20250905,0200,3552.00,3555.14,3545.51,3550.64,2181630
XAUUSD,20250905,0300,3550.64,3558.86,3548.43,3558.14,1933510
XAUUSD,20250905,0400,3558.18,3558.97,3555.99,3558.32,533140
XAUUSD,20250905,0500,3558.36,3560.97,3555.36,3557.54,1658990
XAUUSD,20250905,0600,3557.54,3557.86,3547.84,3552.49,1295520
XAUUSD,20250905,0700,3552.51,3554.12,3546.45,3548.03,1303620
XAUUSD,20250905,0800,3547.89,3549.70,3544.61,3545.74,885050
XAUUSD,20250905,0900,3545.78,3553.57,3545.70,3552.20,704540
XAUUSD,20250905,1000,3552.22,3552.76,3549.26,3551.68,553500
XAUUSD,20250905,1100,3551.70,3554.99,3547.74,3553.07,1118360
XAUUSD,20250905,1200,3553.18,3586.57,3548.63,3580.16,4057210
XAUUSD,20250905,1300,3580.20,3595.11,3572.99,3594.16,4231990
XAUUSD,20250905,1400,3594.20,3597.56,3572.39,3590.01,9173680
XAUUSD,20250905,1500,3589.99,3595.20,3581.36,3591.82,2865490
XAUUSD,20250905,1600,3591.78,3599.91,3590.93,3594.97,2429290
XAUUSD,20250905,1700,3594.99,3597.28,3590.18,3596.30,1634300
XAUUSD,20250905,1800,3596.38,3597.11,3592.28,3595.13,1947700
XAUUSD,20250905,1900,3595.13,3595.94,3592.36,3594.50,3644170
XAUUSD,20250905,2000,3594.50,3594.95,3585.20,3585.20,1247170
XAUUSD,20250907,2200,3582.10,3596.35,3577.70,3591.80,3198850
XAUUSD,20250907,2300,3591.89,3593.78,3587.38,3590.80,1481290
XAUUSD,20250908,0000,3590.80,3594.20,3586.57,3594.14,2099850
XAUUSD,20250908,0100,3594.18,3596.82,3584.47,3589.32,4393160
XAUUSD,20250908,0200,3589.45,3594.16,3586.18,3590.53,2731770
XAUUSD,20250908,0300,3590.51,3592.05,3582.66,3583.14,2393610
XAUUSD,20250908,0400,3583.16,3584.61,3579.36,3581.43,1690740
XAUUSD,20250908,0500,3581.22,3591.43,3580.91,3591.05,1137140
XAUUSD,20250908,0600,3591.01,3598.64,3589.30,3597.89,1262840
XAUUSD,20250908,0700,3597.93,3613.39,3596.24,3609.18,2196950
XAUUSD,20250908,0800,3609.16,3616.85,3607.01,3610.99,2181700
XAUUSD,20250908,0900,3611.01,3614.82,3608.39,3613.59,959600
XAUUSD,20250908,1000,3613.64,3622.24,3613.22,3616.82,1305280
XAUUSD,20250908,1100,3616.82,3619.84,3612.40,3619.66,872180
XAUUSD,20250908,1200,3619.64,3625.82,3614.39,3623.99,2105330
XAUUSD,20250908,1300,3624.24,3636.72,3619.97,3633.20,3961460
XAUUSD,20250908,1400,3633.18,3640.68,3628.64,3640.49,2842730
XAUUSD,20250908,1500,3640.47,3646.11,3632.99,3639.16,3598080
XAUUSD,20250908,1600,3639.16,3641.41,3635.63,3640.39,1766610
XAUUSD,20250908,1700,3640.43,3640.93,3632.38,3633.28,1203450
XAUUSD,20250908,1800,3633.30,3636.47,3631.76,3635.91,1068890
XAUUSD,20250908,1900,3635.93,3637.50,3632.39,3636.39,1851100
XAUUSD,20250908,2000,3636.39,3637.85,3633.89,3633.89,946190
XAUUSD,20250908,2200,3635.61,3636.50,3628.50,3628.95,909130
XAUUSD,20250908,2300,3629.18,3636.01,3628.03,3634.74,783730
XAUUSD,20250909,0000,3634.70,3640.63,3633.30,3638.30,1553170
XAUUSD,20250909,0100,3638.29,3647.26,3635.80,3646.18,2112100
XAUUSD,20250909,0200,3646.14,3654.45,3644.57,3647.25,2437280
XAUUSD,20250909,0300,3647.25,3651.57,3642.34,3645.68,1930300
XAUUSD,20250909,0400,3645.74,3656.93,3645.49,3654.84,1728470
XAUUSD,20250909,0500,3654.83,3659.13,3652.49,3654.91,2291540
XAUUSD,20250909,0600,3654.91,3655.99,3636.38,3647.41,2900580
XAUUSD,20250909,0700,3647.43,3650.68,3641.36,3644.14,1204080
XAUUSD,20250909,0800,3644.14,3650.88,3641.64,3647.93,1289230
XAUUSD,20250909,0900,3647.95,3656.49,3647.43,3653.43,2024460
XAUUSD,20250909,1000,3653.55,3655.84,3648.59,3651.70,2781950
XAUUSD,20250909,1100,3651.72,3653.99,3646.63,3647.80,769380
XAUUSD,20250909,1200,3647.84,3655.22,3643.51,3647.26,1736300
XAUUSD,20250909,1300,3647.28,3668.01,3646.03,3665.42,3947070
XAUUSD,20250909,1400,3665.42,3673.64,3635.68,3644.74,4974035
XAUUSD,20250909,1500,3644.76,3646.22,3626.66,3645.36,4507571
XAUUSD,20250909,1600,3645.36,3649.20,3643.89,3644.79,1209990
XAUUSD,20250909,1700,3644.79,3646.22,3641.16,3642.61,1070820
XAUUSD,20250909,1800,3642.64,3644.84,3639.47,3640.14,2036420
XAUUSD,20250909,1900,3640.16,3640.95,3628.34,3629.18,1938000
XAUUSD,20250909,2000,3629.16,3632.63,3623.99,3623.99,743400
XAUUSD,20250909,2200,3619.64,3635.57,3618.51,3635.20,1517520
XAUUSD,20250909,2300,3635.20,3640.50,3633.01,3633.36,1024390
XAUUSD,20250910,0000,3633.39,3634.18,3621.22,3623.82,1366750
XAUUSD,20250910,0100,3623.88,3632.43,3619.97,3630.41,2629220
XAUUSD,20250910,0200,3630.57,3638.05,3629.74,3635.99,1320140
XAUUSD,20250910,0300,3635.95,3636.76,3632.84,3636.36,618790
XAUUSD,20250910,0400,3636.38,3643.22,3636.38,3642.78,634530
XAUUSD,20250910,0500,3642.78,3645.05,3639.76,3642.84,1185380
XAUUSD,20250910,0600,3642.84,3647.41,3640.41,3643.53,1194190
XAUUSD,20250910,0700,3643.57,3648.28,3640.84,3643.82,1198970
XAUUSD,20250910,0800,3643.86,3647.51,3641.74,3645.70,1183140
XAUUSD,20250910,0900,3645.70,3655.89,3644.61,3655.03,795820
XAUUSD,20250910,1000,3655.03,3657.24,3651.32,3655.05,1001420
XAUUSD,20250910,1100,3655.07,3656.18,3648.20,3648.86,1197130
XAUUSD,20250910,1200,3648.86,3656.57,3640.01,3643.82,2603730
XAUUSD,20250910,1300,3643.84,3653.78,3641.53,3651.11,3299620
XAUUSD,20250910,1400,3651.09,3655.16,3643.68,3647.41,2739810
XAUUSD,20250910,1500,3647.47,3648.41,3638.32,3644.39,1697200
XAUUSD,20250910,1600,3644.36,3646.76,3639.74,3642.57,1084130
XAUUSD,20250910,1700,3642.61,3647.41,3641.47,3647.18,968890
XAUUSD,20250910,1800,3647.16,3649.60,3644.41,3645.20,800750
XAUUSD,20250910,1900,3645.36,3646.20,3635.07,3641.78,1477730
XAUUSD,20250910,2000,3641.78,3642.74,3637.89,3639.80,452980
XAUUSD,20250910,2200,3641.10,3644.28,3637.64,3639.45,607570
XAUUSD,20250910,2300,3639.76,3645.34,3638.18,3644.68,551680
XAUUSD,20250911,0000,3644.70,3646.97,3642.26,3643.66,1519700
XAUUSD,20250911,0100,3643.72,3648.89,3639.61,3640.86,1526870
XAUUSD,20250911,0200,3640.84,3643.30,3633.99,3637.09,1276930
XAUUSD,20250911,0300,3637.16,3637.16,3629.72,3631.80,1122360
XAUUSD,20250911,0400,3631.93,3634.20,3630.01,3630.43,471010
XAUUSD,20250911,0500,3630.39,3633.30,3623.22,3624.84,1888210
XAUUSD,20250911,0600,3624.89,3637.70,3622.39,3632.95,1295470
XAUUSD,20250911,0700,3632.99,3633.05,3623.55,3629.70,1370030
XAUUSD,20250911,0800,3629.68,3631.59,3625.22,3625.97,828790
XAUUSD,20250911,0900,3625.89,3625.89,3613.95,3621.70,2126240
XAUUSD,20250911,1000,3621.74,3624.76,3619.43,3621.70,1386030
XAUUSD,20250911,1100,3621.66,3622.03,3615.26,3616.57,2105040
XAUUSD,20250911,1200,3616.59,3643.85,3611.47,3628.75,4445990
XAUUSD,20250911,1300,3628.82,3636.91,3618.11,3630.05,4105180
XAUUSD,20250911,1400,3630.07,3637.68,3625.70,3629.30,2631890
XAUUSD,20250911,1500,3629.32,3638.86,3629.32,3632.93,1950140
XAUUSD,20250911,1600,3632.93,3641.78,3632.88,3635.89,2981930
XAUUSD,20250911,1700,3635.95,3636.49,3631.50,3634.72,1474290
