<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
XAUUSD,20250729,1400,3316.69,3329.43,3311.68,3328.70,2403030
XAUUSD,20250729,1500,3328.74,3333.91,3319.42,3320.52,2939270
XAUUSD,20250729,1600,3320.49,3324.55,3318.84,3323.01,1521770
XAUUSD,20250729,1700,3322.95,3329.14,3322.82,3328.09,1195520
XAUUSD,20250729,1800,3328.11,3330.65,3325.15,3325.65,875130
XAUUSD,20250729,1900,3325.65,3328.51,3322.42,3324.85,1405610
XAUUSD,20250729,2000,3324.93,3326.68,3324.51,3325.57,483490
XAUUSD,20250729,2200,3326.50,3329.00,3325.76,3327.40,203970
XAUUSD,20250729,2300,3327.28,3328.05,3325.90,3327.20,195270
XAUUSD,20250730,0000,3327.18,3333.51,3326.99,3330.01,627710
XAUUSD,20250730,0100,3329.93,3333.07,3321.66,3323.10,2328970
XAUUSD,20250730,0200,3323.13,3332.16,3323.07,3329.20,1127020
XAUUSD,20250730,0300,3329.14,3329.75,3326.01,3328.20,592200
XAUUSD,20250730,0400,3328.20,3329.65,3325.53,3326.91,394140
XAUUSD,20250730,0500,3326.66,3330.43,3324.16,3324.70,829710
XAUUSD,20250730,0600,3324.74,3327.39,3322.80,3326.91,1669330
XAUUSD,20250730,0700,3326.93,3332.01,3325.35,3327.57,1009310
XAUUSD,20250730,0800,3327.59,3333.24,3327.39,3332.03,734690
XAUUSD,20250730,0900,3331.86,3333.82,3329.16,3331.01,1296800
XAUUSD,20250730,1000,3330.97,3332.74,3326.43,3328.34,1186220
XAUUSD,20250730,1100,3328.39,3331.45,3323.80,3330.68,1376530
XAUUSD,20250730,1200,3330.68,3331.72,3310.43,3313.13,2518360
XAUUSD,20250730,1300,3313.10,3315.95,3298.20,3302.78,5554620
XAUUSD,20250730,1400,3302.74,3308.20,3301.11,3301.95,2697900
XAUUSD,20250730,1500,3301.89,3303.16,3288.41,3290.24,2620910
XAUUSD,20250730,1600,3290.24,3298.39,3289.78,3297.89,2118040
XAUUSD,20250730,1700,3297.93,3301.74,3297.57,3300.45,1148960
XAUUSD,20250730,1800,3300.51,3304.74,3279.34,3280.01,4843350
XAUUSD,20250730,1900,3280.01,3282.43,3267.95,3269.20,9123840
XAUUSD,20250730,2000,3269.22,3276.07,3268.74,3274.78,1341100
XAUUSD,20250730,2200,3275.30,3279.85,3273.51,3278.60,868150
XAUUSD,20250730,2300,3278.70,3285.61,3277.50,3285.07,511260
XAUUSD,20250731,0000,3285.05,3288.26,3282.53,3286.35,984280
XAUUSD,20250731,0100,3286.30,3293.80,3284.85,3293.64,1375580
XAUUSD,20250731,0200,3293.61,3297.30,3290.26,3297.09,887770
XAUUSD,20250731,0300,3297.16,3298.43,3293.20,3294.85,899510
XAUUSD,20250731,0400,3294.75,3298.26,3293.49,3297.91,607480
XAUUSD,20250731,0500,3297.93,3301.39,3294.57,3299.53,1033390
XAUUSD,20250731,0600,3299.55,3304.57,3297.78,3298.91,1349730
XAUUSD,20250731,0700,3298.93,3309.51,3297.84,3304.47,1124900
XAUUSD,20250731,0800,3304.43,3314.70,3303.39,3309.66,1187940
XAUUSD,20250731,0900,3309.65,3312.91,3304.66,3306.45,1173520
XAUUSD,20250731,1000,3306.45,3307.86,3293.55,3296.11,1309200
XAUUSD,20250731,1100,3296.07,3307.57,3294.98,3306.00,1567800
XAUUSD,20250731,1200,3305.86,3310.99,3303.66,3307.36,1888770
XAUUSD,20250731,1300,3307.39,3310.20,3300.32,3301.14,3532630
XAUUSD,20250731,1400,3301.10,3302.85,3291.16,3295.95,5836767
XAUUSD,20250731,1500,3295.95,3298.92,3291.05,3295.28,3186350
XAUUSD,20250731,1600,3295.28,3297.15,3289.47,3294.79,3320620
XAUUSD,20250731,1700,3294.85,3298.24,3293.86,3294.78,1673200
XAUUSD,20250731,1800,3294.78,3296.87,3292.62,3295.53,2391690
XAUUSD,20250731,1900,3295.54,3296.20,3290.30,3290.74,2804720
XAUUSD,20250731,2000,3290.74,3293.55,3289.28,3289.28,621310
XAUUSD,20250731,2200,3289.66,3294.99,3288.65,3294.70,282140
XAUUSD,20250731,2300,3294.61,3294.80,3287.84,3288.36,562220
XAUUSD,20250801,0000,3288.38,3293.60,3286.22,3290.10,755540
XAUUSD,20250801,0100,3290.01,3293.40,3281.43,3283.51,1213060
XAUUSD,20250801,0200,3283.42,3292.20,3283.11,3291.47,1272820
XAUUSD,20250801,0300,3291.41,3296.88,3290.34,3291.20,944610
XAUUSD,20250801,0400,3291.20,3295.25,3289.84,3291.95,1043290
XAUUSD,20250801,0500,3291.89,3300.15,3291.55,3296.45,979830
XAUUSD,20250801,0600,3296.49,3297.39,3290.39,3292.24,1050830
XAUUSD,20250801,0700,3292.22,3293.28,3285.00,3286.63,1367370
XAUUSD,20250801,0800,3286.60,3294.25,3285.11,3294.09,954030
XAUUSD,20250801,0900,3294.07,3296.20,3292.57,3294.25,1031800
XAUUSD,20250801,1000,3294.28,3302.91,3293.07,3298.07,813140
XAUUSD,20250801,1100,3298.34,3301.25,3296.70,3300.20,779880
XAUUSD,20250801,1200,3300.24,3344.95,3297.28,3341.01,4939100
XAUUSD,20250801,1300,3341.07,3354.45,3338.57,3341.80,8795520
XAUUSD,20250801,1400,3341.80,3354.95,3341.08,3345.66,4149990
XAUUSD,20250801,1500,3345.70,3351.05,3341.34,3348.35,2721340
XAUUSD,20250801,1600,3348.34,3349.22,3340.30,3347.05,2361680
XAUUSD,20250801,1700,3347.04,3349.20,3345.41,3348.01,2252750
XAUUSD,20250801,1800,3348.01,3351.15,3345.75,3347.40,1676680
XAUUSD,20250801,1900,3347.37,3361.05,3347.34,3356.95,2088510
XAUUSD,20250801,2000,3356.97,3363.43,3356.78,3362.43,819940
XAUUSD,20250803,2200,3364.70,3369.09,3357.47,3358.75,793980
XAUUSD,20250803,2300,3358.61,3361.85,3354.32,3361.80,460950
XAUUSD,20250804,0000,3361.78,3362.13,3349.99,3352.05,850290
XAUUSD,20250804,0100,3351.88,3353.45,3344.75,3352.05,1301120
XAUUSD,20250804,0200,3352.05,3355.05,3350.01,3354.11,840800
XAUUSD,20250804,0300,3354.09,3360.70,3354.09,3360.10,886180
XAUUSD,20250804,0400,3360.05,3362.05,3358.47,3358.70,565560
XAUUSD,20250804,0500,3358.84,3360.75,3355.30,3357.38,715930
XAUUSD,20250804,0600,3357.39,3362.49,3353.30,3362.45,1211100
XAUUSD,20250804,0700,3362.41,3362.41,3351.50,3355.65,1671550
XAUUSD,20250804,0800,3355.66,3359.65,3353.82,3358.30,1311540
XAUUSD,20250804,0900,3358.28,3361.61,3356.64,3357.78,821430
XAUUSD,20250804,1000,3357.74,3358.75,3352.66,3357.66,869470
XAUUSD,20250804,1100,3357.70,3370.51,3357.55,3370.14,2162320
XAUUSD,20250804,1200,3370.18,3371.35,3360.89,3367.61,2777520
XAUUSD,20250804,1300,3367.61,3385.20,3366.75,3382.69,3443130
XAUUSD,20250804,1400,3382.69,3384.40,3371.68,3373.76,2834680
XAUUSD,20250804,1500,3373.68,3375.89,3370.57,3374.08,2009490
XAUUSD,20250804,1600,3374.05,3378.00,3370.38,3370.76,2141050
XAUUSD,20250804,1700,3370.73,3374.25,3370.45,3373.79,1849850
XAUUSD,20250804,1800,3373.85,3376.66,3373.05,3375.60,1428470
XAUUSD,20250804,1900,3375.64,3377.00,3374.45,3375.85,1026020
XAUUSD,20250804,2000,3375.84,3376.76,3372.59,3372.59,402480
XAUUSD,20250804,2200,3374.10,3376.18,3373.46,3374.45,197100
XAUUSD,20250804,2300,3374.18,3379.49,3374.18,3377.20,376310
XAUUSD,20250805,0000,3377.20,3381.20,3375.63,3379.66,552640
XAUUSD,20250805,0100,3379.63,3382.20,3377.61,3378.85,1287040
XAUUSD,20250805,0200,3378.85,3381.15,3373.38,3373.38,870570
XAUUSD,20250805,0300,3373.34,3375.26,3371.90,3371.90,639860
XAUUSD,20250805,0400,3371.82,3372.99,3370.80,3370.97,1351140
XAUUSD,20250805,0500,3370.95,3373.90,3367.50,3373.80,1602920
XAUUSD,20250805,0600,3373.82,3373.99,3365.57,3366.01,1049020
XAUUSD,20250805,0700,3366.01,3375.39,3365.86,3373.53,1345510
XAUUSD,20250805,0800,3373.51,3374.45,3365.84,3365.89,2088860
XAUUSD,20250805,0900,3365.86,3366.11,3358.70,3359.47,1943370
XAUUSD,20250805,1000,3359.45,3361.53,3352.76,3353.01,1877160
XAUUSD,20250805,1100,3353.01,3354.11,3349.64,3351.11,1514760
XAUUSD,20250805,1200,3351.07,3366.82,3349.67,3365.90,1867490
XAUUSD,20250805,1300,3366.00,3379.60,3365.68,3373.16,2849000
XAUUSD,20250805,1400,3373.22,3386.45,3370.30,3385.15,3775260
XAUUSD,20250805,1500,3385.15,3389.91,3381.97,3389.40,2176990
XAUUSD,20250805,1600,3389.40,3390.29,3376.63,3381.90,1908770
XAUUSD,20250805,1700,3381.87,3382.66,3378.77,3379.89,1561880
XAUUSD,20250805,1800,3379.93,3381.00,3378.28,3379.88,1232300
XAUUSD,20250805,1900,3379.84,3381.25,3377.95,3378.84,743590
XAUUSD,20250805,2000,3378.84,3380.72,3378.28,3380.01,327160
XAUUSD,20250805,2200,3380.34,3381.59,3377.97,3379.48,187810
XAUUSD,20250805,2300,3379.30,3383.76,3378.74,3383.07,363810
XAUUSD,20250806,0000,3383.01,3385.10,3380.66,3383.22,752620
XAUUSD,20250806,0100,3383.20,3383.40,3372.95,3375.89,1198270
XAUUSD,20250806,0200,3375.80,3377.66,3374.00,3376.07,739020
XAUUSD,20250806,0300,3376.09,3378.18,3373.22,3374.38,635790
XAUUSD,20250806,0400,3374.45,3376.30,3372.05,3372.26,328750
XAUUSD,20250806,0500,3372.22,3374.53,3370.51,3374.14,586180
XAUUSD,20250806,0600,3374.16,3378.49,3373.03,3374.95,976650
XAUUSD,20250806,0700,3374.95,3376.95,3368.88,3373.45,1125680
XAUUSD,20250806,0800,3373.41,3374.66,3364.64,3364.95,1239930
XAUUSD,20250806,0900,3364.97,3367.66,3358.01,3358.76,1143320
XAUUSD,20250806,1000,3358.76,3365.32,3358.05,3363.47,976290
XAUUSD,20250806,1100,3363.40,3366.84,3360.55,3365.01,631670
XAUUSD,20250806,1200,3365.01,3369.10,3360.03,3367.43,2779360
XAUUSD,20250806,1300,3367.35,3373.30,3365.07,3371.47,3479970
XAUUSD,20250806,1400,3371.45,3379.20,3369.32,3379.16,1687560
XAUUSD,20250806,1500,3379.18,3379.80,3369.72,3377.30,2208780
XAUUSD,20250806,1600,3377.22,3379.30,3372.70,3375.89,1467750
XAUUSD,20250806,1700,3375.93,3377.49,3370.70,3374.39,1278110
XAUUSD,20250806,1800,3374.43,3374.45,3368.86,3371.53,1033590
XAUUSD,20250806,1900,3371.53,3373.02,3370.09,3371.49,2556520
XAUUSD,20250806,2000,3371.49,3371.95,3366.93,3368.43,669170
XAUUSD,20250806,2200,3368.49,3374.39,3368.49,3371.60,682530
XAUUSD,20250806,2300,3371.55,3371.60,3367.30,3369.91,780430
XAUUSD,20250807,0000,3369.93,3374.39,3364.89,3371.91,4320480
XAUUSD,20250807,0100,3371.91,3382.36,3369.89,3382.14,2502020
XAUUSD,20250807,0200,3382.13,3384.01,3378.07,3379.36,1025080
XAUUSD,20250807,0300,3379.34,3379.95,3376.32,3379.45,1510070
XAUUSD,20250807,0400,3379.45,3380.43,3376.53,3377.28,1900990
XAUUSD,20250807,0500,3377.30,3380.82,3371.50,3375.09,2789190
XAUUSD,20250807,0600,3375.28,3387.65,3374.55,3387.57,2671530
XAUUSD,20250807,0700,3387.59,3397.11,3386.05,3395.97,3138460
XAUUSD,20250807,0800,3396.01,3396.41,3371.93,3378.09,5390040
XAUUSD,20250807,0900,3378.11,3380.91,3373.03,3376.55,3965530
XAUUSD,20250807,1000,3376.57,3378.63,3371.55,3372.64,1576090
XAUUSD,20250807,1100,3372.64,3383.13,3371.66,3378.01,4726190
XAUUSD,20250807,1200,3378.03,3389.51,3374.76,3380.45,3693410
XAUUSD,20250807,1300,3380.53,3393.63,3379.78,3384.74,5793450
XAUUSD,20250807,1400,3384.72,3390.18,3373.51,3387.57,9204180
XAUUSD,20250807,1500,3387.59,3390.66,3384.01,3389.95,2961370
XAUUSD,20250807,1600,3389.95,3392.36,3386.94,3388.68,2254920
XAUUSD,20250807,1700,3388.66,3392.76,3384.14,3392.05,3458470
XAUUSD,20250807,1800,3392.05,3393.84,3387.28,3387.97,4059460
XAUUSD,20250807,1900,3387.96,3400.50,3386.97,3399.59,6294600
XAUUSD,20250807,2000,3399.58,3401.80,3392.02,3396.72,2490960
XAUUSD,20250807,2200,3404.16,3408.68,3387.18,3406.16,6071730
XAUUSD,20250807,2300,3399.95,3402.70,3394.71,3400.11,1877310
XAUUSD,20250808,0000,3400.12,3402.33,3386.65,3389.46,12979590
XAUUSD,20250808,0100,3389.49,3390.33,3380.84,3383.06,9710040
XAUUSD,20250808,0200,3382.97,3389.53,3382.79,3388.09,7077930
XAUUSD,20250808,0300,3388.12,3397.42,3381.90,3395.67,8364560
XAUUSD,20250808,0400,3395.37,3399.04,3393.12,3393.90,6051200
XAUUSD,20250808,0500,3393.90,3395.91,3389.94,3391.87,6314130
XAUUSD,20250808,0600,3391.88,3397.76,3388.36,3392.97,7612520
XAUUSD,20250808,0700,3393.10,3403.93,3390.70,3401.76,9986440
XAUUSD,20250808,0800,3401.43,3402.42,3393.70,3393.99,9620450
XAUUSD,20250808,0900,3394.03,3401.13,3393.57,3400.49,6237650
XAUUSD,20250808,1000,3400.26,3400.82,3383.76,3384.72,8918250
XAUUSD,20250808,1100,3384.61,3388.41,3380.03,3385.78,10203700
XAUUSD,20250808,1200,3385.81,3401.53,3384.65,3391.28,12639770
XAUUSD,20250808,1300,3391.39,3401.43,3386.95,3399.63,12863140
XAUUSD,20250808,1400,3399.70,3401.11,3380.89,3390.32,9021781
XAUUSD,20250808,1500,3390.36,3395.20,3388.49,3395.13,8337600
XAUUSD,20250808,1600,3395.20,3400.63,3393.23,3397.28,4886510
XAUUSD,20250808,1700,3397.28,3399.28,3374.60,3380.75,4259600
XAUUSD,20250808,1800,3383.49,3404.21,3373.29,3395.11,7435620
XAUUSD,20250808,1900,3394.98,3400.88,3392.00,3398.15,3636410
XAUUSD,20250808,2000,3398.15,3398.71,3390.89,3398.58,1159990
XAUUSD,20250810,2200,3397.30,3404.80,3389.36,3394.93,951370
XAUUSD,20250810,2300,3394.95,3396.84,3389.72,3391.26,527960
XAUUSD,20250811,0000,3391.28,3391.43,3381.07,3381.39,2395750
XAUUSD,20250811,0100,3381.43,3383.70,3367.20,3377.39,3364600
XAUUSD,20250811,0200,3377.41,3379.80,3369.34,3377.01,3499640
XAUUSD,20250811,0300,3376.97,3380.03,3373.91,3378.03,3170980
XAUUSD,20250811,0400,3378.07,3379.62,3375.29,3375.64,2184770
XAUUSD,20250811,0500,3375.64,3379.89,3373.82,3376.91,2707990
XAUUSD,20250811,0600,3377.11,3377.20,3363.53,3365.64,2218460
XAUUSD,20250811,0700,3365.55,3366.18,3356.80,3359.93,4258480
XAUUSD,20250811,0800,3359.97,3365.66,3358.57,3361.64,3227360
XAUUSD,20250811,0900,3361.52,3363.54,3352.68,3353.03,3263190
XAUUSD,20250811,1000,3353.03,3363.68,3352.80,3358.28,1789470
XAUUSD,20250811,1100,3358.24,3358.64,3349.51,3355.11,4631410
XAUUSD,20250811,1200,3355.07,3357.39,3344.18,3356.72,2953630
XAUUSD,20250811,1300,3356.70,3362.66,3348.01,3358.30,5191390
XAUUSD,20250811,1400,3358.30,3359.20,3341.23,3346.09,4011110
XAUUSD,20250811,1500,3346.36,3352.09,3344.64,3349.24,2770160
XAUUSD,20250811,1600,3349.24,3350.09,3342.42,3343.93,2510310
XAUUSD,20250811,1700,3343.94,3358.75,3340.81,3357.45,4915560
XAUUSD,20250811,1800,3357.47,3358.45,3352.09,3356.01,2657740
XAUUSD,20250811,1900,3356.01,3356.68,3350.30,3351.41,1901130
XAUUSD,20250811,2000,3351.49,3351.66,3341.14,3341.14,1437570
XAUUSD,20250811,2200,3342.30,3346.90,3342.05,3346.70,462440
XAUUSD,20250811,2300,3346.47,3349.39,3345.91,3348.85,492050
XAUUSD,20250812,0000,3348.85,3355.55,3347.25,3354.32,901220
XAUUSD,20250812,0100,3354.34,3357.24,3345.93,3349.57,1597130
XAUUSD,20250812,0200,3349.53,3354.16,3349.47,3352.80,868010
XAUUSD,20250812,0300,3352.80,3355.16,3347.93,3349.26,940140
XAUUSD,20250812,0400,3349.26,3355.47,3348.45,3354.22,883680
XAUUSD,20250812,0500,3354.24,3355.55,3350.41,3354.30,804040
XAUUSD,20250812,0600,3354.30,3354.70,3341.89,3345.30,2371790
XAUUSD,20250812,0700,3345.30,3357.95,3343.61,3355.41,1357290
XAUUSD,20250812,0800,3355.38,3355.59,3345.34,3347.70,1905150
XAUUSD,20250812,0900,3347.70,3351.64,3344.10,3345.41,1025810
XAUUSD,20250812,1000,3345.32,3350.38,3343.75,3344.65,1058000
XAUUSD,20250812,1100,3344.56,3348.18,3335.91,3347.34,1762330
XAUUSD,20250812,1200,3347.36,3357.89,3338.28,3349.68,3247700
XAUUSD,20250812,1300,3349.65,3356.55,3339.89,3345.41,5426680
XAUUSD,20250812,1400,3345.45,3346.38,3330.90,3337.28,4996620
XAUUSD,20250812,1500,3337.24,3359.20,3336.72,3349.61,3588540
XAUUSD,20250812,1600,3349.66,3351.06,3345.66,3349.26,2900550
XAUUSD,20250812,1700,3349.32,3350.51,3346.20,3348.84,1534220
XAUUSD,20250812,1800,3348.80,3350.63,3347.32,3348.81,2370890
XAUUSD,20250812,1900,3348.81,3349.16,3345.41,3347.47,3210080
XAUUSD,20250812,2000,3347.41,3349.91,3345.84,3347.78,988250
XAUUSD,20250812,2200,3347.50,3353.57,3347.47,3350.20,289420
XAUUSD,20250812,2300,3350.20,3351.86,3349.51,3350.43,303480
XAUUSD,20250813,0000,3350.43,3350.57,3342.44,3343.36,1360340
XAUUSD,20250813,0100,3343.46,3351.88,3342.46,3350.66,1957460
XAUUSD,20250813,0200,3350.72,3354.20,3346.41,3351.61,2149180
XAUUSD,20250813,0300,3351.61,3352.76,3348.39,3349.47,1295020
XAUUSD,20250813,0400,3349.47,3352.15,3348.00,3351.60,848880
XAUUSD,20250813,0500,3351.60,3351.91,3345.40,3349.00,1757630
XAUUSD,20250813,0600,3349.00,3357.43,3348.70,3356.99,1112210
XAUUSD,20250813,0700,3356.99,3360.80,3353.76,3354.39,1517890
XAUUSD,20250813,0800,3354.22,3363.32,3352.55,3360.11,1568990
XAUUSD,20250813,0900,3360.09,3366.49,3358.40,3364.48,1100330
XAUUSD,20250813,1000,3364.45,3366.86,3362.83,3365.93,736220
XAUUSD,20250813,1100,3365.95,3366.86,3358.70,3362.16,1986740
XAUUSD,20250813,1200,3362.22,3363.60,3355.28,3357.91,2055010
XAUUSD,20250813,1300,3357.88,3365.85,3353.89,3364.90,2993850
XAUUSD,20250813,1400,3364.86,3370.51,3360.86,3362.93,2430720
XAUUSD,20250813,1500,3362.97,3363.60,3354.14,3357.57,2217750
XAUUSD,20250813,1600,3357.57,3360.76,3356.76,3357.72,2016920
XAUUSD,20250813,1700,3357.70,3359.20,3352.57,3353.51,2024230
XAUUSD,20250813,1800,3353.55,3354.26,3349.76,3353.54,705070
XAUUSD,20250813,1900,3353.54,3358.64,3352.36,3357.66,1053390
XAUUSD,20250813,2000,3357.64,3358.05,3355.16,3355.16,319870
XAUUSD,20250813,2200,3355.90,3358.91,3355.90,3357.39,247910
XAUUSD,20250813,2300,3357.30,3363.26,3357.30,3362.57,413620
XAUUSD,20250814,0000,3362.57,3374.55,3362.53,3369.30,1012300
XAUUSD,20250814,0100,3369.30,3370.65,3364.95,3367.20,1278490
XAUUSD,20250814,0200,3367.20,3369.10,3362.47,3362.57,1162170
XAUUSD,20250814,0300,3362.47,3363.88,3355.26,3360.32,1896430
XAUUSD,20250814,0400,3360.32,3361.63,3358.36,3360.24,652010
XAUUSD,20250814,0500,3360.22,3361.66,3356.03,3358.70,810070
XAUUSD,20250814,0600,3358.63,3362.24,3355.69,3361.89,1685000
XAUUSD,20250814,0700,3361.82,3366.25,3343.36,3345.88,2770100
XAUUSD,20250814,0800,3345.84,3350.22,3341.28,3345.93,2474430
XAUUSD,20250814,0900,3345.95,3359.00,3344.89,3356.36,1342910
XAUUSD,20250814,1000,3356.39,3358.95,3351.95,3354.76,939800
XAUUSD,20250814,1100,3354.89,3356.93,3352.36,3355.28,788270
XAUUSD,20250814,1200,3355.30,3358.25,3340.74,3350.36,2786220
XAUUSD,20250814,1300,3350.36,3355.89,3343.49,3343.91,5027990
XAUUSD,20250814,1400,3343.89,3346.51,3333.95,3340.45,4305200
XAUUSD,20250814,1500,3340.45,3342.68,3335.07,3341.60,2717890
XAUUSD,20250814,1600,3341.55,3341.91,3329.64,3334.20,2885460
XAUUSD,20250814,1700,3334.14,3338.32,3331.65,3337.61,1409150
XAUUSD,20250814,1800,3337.66,3339.20,3335.85,3338.00,2554340
XAUUSD,20250814,1900,3338.00,3340.95,3337.72,3337.82,1188900
XAUUSD,20250814,2000,3337.81,3338.32,3334.32,3334.91,583550
XAUUSD,20250814,2200,3335.50,3337.45,3332.32,3332.95,333810
XAUUSD,20250814,2300,3332.86,3336.34,3331.95,3335.25,459170
XAUUSD,20250815,0000,3335.24,3338.50,3332.16,3336.78,817010
XAUUSD,20250815,0100,3336.80,3340.11,3333.11,3339.43,1052870
XAUUSD,20250815,0200,3339.39,3340.70,3336.47,3340.28,659540
XAUUSD,20250815,0300,3340.30,3344.66,3339.90,3343.20,557280
XAUUSD,20250815,0400,3343.16,3346.51,3343.09,3345.26,740890
XAUUSD,20250815,0500,3345.26,3348.59,3341.75,3343.66,896730
XAUUSD,20250815,0600,3343.64,3343.95,3340.05,3340.26,997200
XAUUSD,20250815,0700,3340.22,3346.45,3339.93,3346.11,890060
XAUUSD,20250815,0800,3346.07,3348.15,3338.16,3341.13,1067030
XAUUSD,20250815,0900,3341.11,3344.80,3338.32,3342.55,941520
XAUUSD,20250815,1000,3342.51,3342.55,3336.01,3337.55,899480
XAUUSD,20250815,1100,3337.55,3344.05,3336.90,3342.13,859870
XAUUSD,20250815,1200,3342.11,3343.78,3333.35,3342.49,2281600
XAUUSD,20250815,1300,3342.51,3345.80,3332.70,3334.82,4495990
XAUUSD,20250815,1400,3334.68,3343.43,3334.43,3341.60,1551780
XAUUSD,20250815,1500,3341.55,3344.95,3341.20,3342.15,1111940
XAUUSD,20250815,1600,3342.15,3342.25,3335.57,3338.00,1704490
XAUUSD,20250815,1700,3338.00,3338.80,3334.84,3335.88,878790
XAUUSD,20250815,1800,3335.89,3338.13,3334.61,3335.84,528320
XAUUSD,20250815,1900,3335.82,3339.48,3334.22,3338.95,1009300
XAUUSD,20250815,2000,3338.95,3339.35,3334.64,3334.64,484690
XAUUSD,20250817,2200,3336.01,3338.85,3332.30,3334.00,405640
XAUUSD,20250817,2300,3333.91,3334.20,3323.34,3326.89,661810
XAUUSD,20250818,0000,3326.95,3342.59,3326.63,3340.41,1048200
XAUUSD,20250818,0100,3340.38,3347.24,3339.43,3346.70,1144710
XAUUSD,20250818,0200,3346.68,3347.38,3342.13,3343.22,1004450
XAUUSD,20250818,0300,3343.16,3351.60,3343.13,3346.86,804950
XAUUSD,20250818,0400,3346.86,3358.03,3346.59,3357.34,735540
XAUUSD,20250818,0500,3357.32,3358.22,3346.32,3349.34,2377180
XAUUSD,20250818,0600,3349.36,3351.01,3345.97,3349.34,1171120
XAUUSD,20250818,0700,3349.49,3355.47,3347.00,3348.80,1378260
XAUUSD,20250818,0800,3348.72,3349.72,3344.25,3348.45,1326740
XAUUSD,20250818,0900,3348.43,3351.53,3347.32,3347.95,2147850
XAUUSD,20250818,1000,3347.92,3351.25,3346.32,3346.40,1088040
XAUUSD,20250818,1100,3346.43,3348.60,3344.41,3345.18,1344040
XAUUSD,20250818,1200,3345.41,3348.63,3342.91,3344.66,2019700
XAUUSD,20250818,1300,3344.64,3344.72,3335.43,3336.66,4348260
XAUUSD,20250818,1400,3336.55,3338.49,3332.26,3334.15,3672980
XAUUSD,20250818,1500,3334.15,3336.75,3332.03,3335.45,2242950
XAUUSD,20250818,1600,3335.45,3335.69,3331.61,3334.10,2060410
XAUUSD,20250818,1700,3334.11,3334.70,3331.55,3333.50,1408040
XAUUSD,20250818,1800,3333.49,3333.64,3331.30,3331.74,660560
XAUUSD,20250818,1900,3331.82,3334.16,3330.09,3333.39,659200
XAUUSD,20250818,2000,3333.36,3334.15,3331.82,3331.82,288040
XAUUSD,20250818,2200,3333.10,3334.55,3332.64,3334.25,258670
XAUUSD,20250818,2300,3334.25,3334.60,3330.30,3330.74,269120
XAUUSD,20250819,0000,3330.72,3339.03,3325.89,3335.01,969950
XAUUSD,20250819,0100,3335.03,3335.50,3330.05,3332.78,1423950
XAUUSD,20250819,0200,3332.76,3337.93,3329.30,3337.82,1492010
XAUUSD,20250819,0300,3337.88,3341.39,3336.80,3337.60,1240690
XAUUSD,20250819,0400,3337.53,3338.10,3334.24,3337.53,607090
XAUUSD,20250819,0500,3337.55,3340.47,3335.45,3335.85,677880
XAUUSD,20250819,0600,3335.89,3338.60,3334.28,3335.80,836130
XAUUSD,20250819,0700,3335.86,3341.65,3334.80,3340.60,1949920
XAUUSD,20250819,0800,3340.60,3340.82,3336.30,3337.80,2374350
XAUUSD,20250819,0900,3337.82,3339.49,3336.80,3339.16,1507560
XAUUSD,20250819,1000,3339.14,3345.16,3339.11,3343.45,1578110
XAUUSD,20250819,1100,3343.45,3344.57,3339.07,3339.50,1939520
XAUUSD,20250819,1200,3339.51,3340.35,3334.01,3334.57,1143800
XAUUSD,20250819,1300,3334.57,3339.20,3325.50,3333.82,2744920
XAUUSD,20250819,1400,3333.81,3336.80,3320.78,3325.22,3788904
XAUUSD,20250819,1500,3325.30,3326.60,3321.43,3322.50,1922450
XAUUSD,20250819,1600,3322.50,3324.24,3316.86,3317.32,936940
XAUUSD,20250819,1700,3317.32,3319.89,3314.78,3317.38,987760
XAUUSD,20250819,1800,3317.34,3320.03,3316.60,3318.41,614330
XAUUSD,20250819,1900,3318.41,3318.82,3315.39,3315.74,664110
XAUUSD,20250819,2000,3315.70,3317.30,3314.86,3316.03,324370
XAUUSD,20250819,2200,3315.47,3317.36,3315.26,3316.55,225180
XAUUSD,20250819,2300,3316.55,3316.55,3312.66,3314.14,657990
XAUUSD,20250820,0000,3313.93,3316.75,3312.55,3315.85,1123640
XAUUSD,20250820,0100,3315.85,3317.61,3311.26,3315.05,1344340
XAUUSD,20250820,0200,3315.05,3316.97,3312.20,3313.82,1222120
XAUUSD,20250820,0300,3313.82,3318.38,3313.76,3317.34,1021270
XAUUSD,20250820,0400,3317.32,3320.74,3317.05,3318.60,768790
XAUUSD,20250820,0500,3318.60,3323.70,3317.93,3323.28,805270
XAUUSD,20250820,0600,3323.30,3325.80,3322.03,3322.91,2089380
XAUUSD,20250820,0700,3322.89,3327.30,3321.39,3324.65,1531640
XAUUSD,20250820,0800,3324.68,3325.50,3320.75,3324.78,2189830
XAUUSD,20250820,0900,3324.78,3327.20,3323.39,3326.01,1435740
XAUUSD,20250820,1000,3325.99,3327.73,3323.63,3326.39,1870620
XAUUSD,20250820,1100,3326.22,3332.74,3325.55,3332.09,2627840
XAUUSD,20250820,1200,3332.28,3344.70,3331.86,3342.68,1475650
XAUUSD,20250820,1300,3342.66,3348.20,3338.70,3344.70,1799360
XAUUSD,20250820,1400,3344.90,3350.20,3339.76,3346.72,1930840
